"","lat","lon","Complaint.Type","Identifier","Severity"
"5773",43.047455,-76.117407,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","037.-01-10.0",13
"5797",41.100389,-80.637109,"Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Ext; Property Maintenance-Ext","016.-12-18.0",15
"5804",43.0693569,-76.150328,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","007.-24-35.0",16
"5880",43.035747,-76.171133,"Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","092.-16-08.0",16
"5902",43.065325,-76.1343289,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","014.-03-03.0",15
"5922",43.045962,-76.127691,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","047.-16-05.0",14
"5942",43.040599,-76.169993,"Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int","097.-16-10.0",13
"6063",43.039726,-76.166689,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","097.-12-11.1",17
"6121",43.013741,-76.147432,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","076.-14-01.0",15
"6213",43.055775,-76.117598,"Complaint Reqst - General; Complaint Reqst - General; Complaint Reqst - General; Complaint Reqst - General; Complaint Reqst - General; Complaint Reqst - General; Property Maintenance-Int","028.-11-14.0",17
"6237",43.077867,-76.1499429,"Complaint Reqst - General; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int","004.-12-32.0",15
"6271",43.070836,-76.132761,"Illegal Trash Set Out; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","013.-18-16.0",14
"6298",43.03101,-76.150029,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","085.-12-15.0",13
"6301",43.037007,-76.165229,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","092.-10-16.0",17
"6304",43.0481221,-76.1474244,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","075.-03-07.0",13
"6310",43.056677,-76.194674,"Property Maintenance-Ext; Property Maintenance-Ext","112.-03-24.0",12
"6312",43.026611,-76.1485299,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","084.-26-20.0",13
"6348",43.0219049,-76.1411849,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int","077.-14-01.0",20
"6349",43.041527,-76.166284,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","097.-04-59.0",14
"6357",43.049971,-76.112079,"Property Maintenance-Ext; Property Maintenance-Ext","036.-07-06.0",12
"6371",43.012958,-76.144974,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","072.-01-15.0",13
"6385",43.0661429,-76.150961,"Property Maintenance-Ext; Property Maintenance-Ext","009.-05-03.0",12
"6387",43.061587,-76.153608,"Property Maintenance-Ext; Property Maintenance-Ext","008.-06-14.0",12
"6391",43.057906,-76.197948,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","113.-06-03.0",14
"6406",43.073579,-76.162047,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","002.-07-03.0",13
"6430",43.012451,-76.15892,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","073.-26-10.0",13
"6433",43.000531,-76.137798,"Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int","068.-03-04.0",14
"6444",43.0392338,-76.155982,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","096.-15-02.0",14
"6455",43.053816,-76.1973,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","112.-17-07.0",13
"6458",43.017328,-76.151251,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","075.-06-54.0",16
"6461",43.050772,-76.169427,"Property Maintenance-Ext","105.-08-06.0",11
"6462",38.8486987,-97.5840161,"Property Maintenance-Ext; Property Maintenance-Ext","002.-03-05.0",12
"6463",43.028319,-76.155463,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","083.-02-14.0",14
"6470",43.064383,-76.141876,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","015.-01-25.0",13
"6475",43.038776,-76.162797,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","097.-09-20.0",17
"6481",43.053022,-76.143151,"Property Maintenance-Ext; Property Maintenance-Ext","103.-06-03.0",12
"6483",43.024085,-76.15967,"Property Maintenance-Ext","083.-12-42.0",11
"6490",43.04105,-76.16482,"Property Maintenance-Ext; Property Maintenance-Ext","097.-05-20.0",12
"6496",43.066927,-76.10656,"Property Maintenance-Ext; Property Maintenance-Ext","024.-15-19.0",12
"6508",43.034213,-76.16045,"Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int","093.-11-20.0",13
"6517",43.0626419,-76.124798,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","019.-11-44.0",13
"6520",43.053939,-76.129731,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","029.-15-42.0",14
"6533",43.071304,-76.159656,"Property Maintenance-Ext; Property Maintenance-Ext","002.-22-03.0",12
"6538",43.032567,-76.159182,"Property Maintenance-Int","086.-05-10.0",11
"6544",43.029734,-76.188011,"Illegal Trash Set Out","089.-07-43.0",11
"6547",43.034229,-76.162783,"Property Maintenance-Ext; Property Maintenance-Ext","093.-13-15.1",12
"6549",43.005797,-76.13954,"Property Maintenance-Ext; Property Maintenance-Ext","071.-05-14.0",12
"6561",43.06125,-76.144828,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","016.-02-16.0",13
"6564",43.063434,-76.096566,"Property Maintenance-Ext","026.-04-09.0",11
"6577",43.035857,-76.1697669,"Complaint Reqst - General; Complaint Reqst - General; Complaint Reqst - General; Complaint Reqst - General; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","092.-04-28.0",34
"6620",43.03835,-76.153108,"Property Maintenance-Int; Property Maintenance-Int","094.-03-04.0",12
"6661",43.0873342,-76.884788,"Complaint Reqst - General; Building W/O Permit; Building W/O Permit; Property Maintenance-Int; Building W/O Permit; Unsafe Conditions; Unsafe Conditions; Unsafe Conditions; Unsafe Conditions; Unsafe Conditions; Unsafe Conditions; Unsafe Conditions; Unsafe Conditions; Unsafe Conditions; Unsafe Conditions; Unsafe Conditions; Unsafe Conditions; Unsafe Conditions; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int","111.-16-07.0",34
"6703",43.022732,-76.158916,"Property Maintenance-Ext; Property Maintenance-Ext","078.-01-34.0",12
"6706",43.031412,-76.151231,"Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int","085.-13-27.0",48
"6714",43.064095,-76.154291,"Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int","007.-33-29.0",28
"6722",43.015071,-76.147097,"Illegal Trash Set Out","076.-16-31.0",11
"6813",43.077868,-76.156242,"Complaint Reqst - General","003.-17-38.0",11
"6828",43.068893,-76.154145,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","007.-22-12.0",13
"6833",43.028899,-76.158451,"Property Maintenance-Ext; Property Maintenance-Ext","086.-15-16.0",12
"6844",43.013768,-76.158137,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","075.-16-14.0",13
"6849",43.061449,-76.152505,"Property Maintenance-Ext; Property Maintenance-Ext","008.-05-07.0",12
"6855",43.027383,-76.14949,"Property Maintenance-Ext; Property Maintenance-Ext","084.-27-23.0",12
"6877",43.042445,-76.166038,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","097.-01-64.0",14
"6887",43.0711479,-76.1599554,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","002.-22-01.0",13
"6908",43.033737,-76.166935,"Property Maintenance-Int; Property Maintenance-Ext; Property Maintenance-Ext","092.-14-26.0",13
"6909",41.929159,-84.6337116,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","030.-22-04.1",13
"6918",43.035459,-76.162459,"Property Maintenance-Ext; Property Maintenance-Ext","093.-12-01.0",12
"6921",43.0204639,-76.148129,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","077.-21-29.0",13
"6925",43.026313,-76.1596579,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","083.-08-04.0",17
"6932",43.065276,-76.153197,"Property Maintenance-Ext; Property Maintenance-Int","007.-31-35.0",12
"6935",43.020335,-76.14905,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","077.-21-35.0",13
"6938",43.0337646,-76.1723376,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","092.-21-01.0",14
"6941",43.046611,-76.188636,"Property Maintenance-Ext; Property Maintenance-Ext","110.-04-04.0",12
"6945",43.014752,-76.1447589,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","076.-12-50.0",13
"6949",43.0717424,-76.1443323,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","010.-02-13.0",14
"6966",43.057397,-76.122518,"Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Ext","029.-07-11.0",14
"6970",43.05503,-76.197838,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","112.-01-27.0",13
"6973",43.03475,-76.170788,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","092.-20-12.0",14
"6984",43.041683,-76.170704,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","097.-04-04.0",13
"6988",43.045927,-76.114246,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","037.-06-21.0",13
"6997",43.0526923,-76.0958772,"Complaint Reqst - General","034.-01-11.0",11
"6999",43.021748,-76.1417249,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","077.-13-13.0",13
"7004",43.7901067,-91.2390217,"Property Maintenance-Ext; Property Maintenance-Ext","074.-10-19.0",12
"7023",43.060584,-76.105988,"Property Maintenance-Ext; Property Maintenance-Ext","027.-18-12.0",12
"7027",43.035555,-76.176689,"Property Maintenance-Ext; Property Maintenance-Ext","092.-25-03.0",12
"7029",43.041362,-76.163902,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","097.-04-07.0",13
"7040",43.037617,-76.1729639,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","092.-04-63.0",15
"7041",43.039506,-76.167593,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int","097.-13-16.0",29
"7054",43.023252,-76.149164,"Property Maintenance-Ext; Property Maintenance-Ext","077.-24-05.0",12
"7057",43.0599254,-76.1430947,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int","016.-07-03.0",19
"7060",43.004564,-76.141198,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","071.-09-14.0",14
